order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,in_full,on_time,on_time_in_full,customer_name,city,product_name,category,agreed_delivery_mmm_yy,agreed_delivery_week_no
FMR311201603,09-Mar-22,789201.0,25891302.0,100.0,11-Mar-22,11-Mar-22,100.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 11
FMR311201603,09-Mar-22,789201.0,25891603.0,120.0,11-Mar-22,11-Mar-22,120.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 100,Beverages,Mar 22,W 11
FMR311201601,09-Mar-22,789201.0,25891601.0,135.0,11-Mar-22,12-Mar-22,135.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Tea 500,Beverages,Mar 22,W 11
FMR311201303,08-Mar-22,789201.0,25891101.0,328.0,11-Mar-22,11-Mar-22,328.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 500,Dairy,Mar 22,W 11
FMR311201303,08-Mar-22,789201.0,25891202.0,319.0,11-Mar-22,11-Mar-22,303.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Butter 250,Dairy,Mar 22,W 11
FMR311201602,10-Mar-22,789201.0,25891602.0,192.0,11-Mar-22,10-Mar-22,192.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 11
FMR311201102,10-Mar-22,789201.0,25891102.0,325.0,11-Mar-22,11-Mar-22,325.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 11
FMR311201303,08-Mar-22,789201.0,25891303.0,80.0,11-Mar-22,11-Mar-22,80.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 11
FMR310201503,07-Mar-22,789201.0,25891302.0,69.0,10-Mar-22,10-Mar-22,69.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 11
FMR310201502,09-Mar-22,789201.0,25891502.0,171.0,10-Mar-22,11-Mar-22,171.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 11
FMR310201503,07-Mar-22,789201.0,25891503.0,119.0,10-Mar-22,10-Mar-22,119.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 11
FMR310201102,09-Mar-22,789201.0,25891102.0,324.0,10-Mar-22,10-Mar-22,324.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 11
FMR313201602,12-Mar-22,789201.0,25891203.0,265.0,13-Mar-22,13-Mar-22,265.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 12
FMR313201302,11-Mar-22,789201.0,25891302.0,77.0,13-Mar-22,15-Mar-22,77.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 12
FMR313201103,11-Mar-22,789201.0,25891103.0,495.0,13-Mar-22,14-Mar-22,495.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Milk 100,Dairy,Mar 22,W 12
FMR313201502,10-Mar-22,789201.0,25891401.0,428.0,13-Mar-22,13-Mar-22,428.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 12
FMR313201502,10-Mar-22,789201.0,25891502.0,233.0,13-Mar-22,13-Mar-22,233.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 12
FMR313201503,12-Mar-22,789201.0,25891503.0,171.0,13-Mar-22,14-Mar-22,171.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 12
FMR313201602,12-Mar-22,789201.0,25891601.0,144.0,13-Mar-22,13-Mar-22,144.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 500,Beverages,Mar 22,W 12
FMR313201602,12-Mar-22,789201.0,25891402.0,388.0,13-Mar-22,13-Mar-22,388.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 100,Dairy,Mar 22,W 12
FMR313201202,11-Mar-22,789201.0,25891202.0,368.0,13-Mar-22,13-Mar-22,368.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 250,Dairy,Mar 22,W 12
FMR313201602,12-Mar-22,789201.0,25891602.0,51.0,13-Mar-22,13-Mar-22,51.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 12
FMR313201502,10-Mar-22,789201.0,25891102.0,318.0,13-Mar-22,13-Mar-22,318.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 12
FMR313201502,10-Mar-22,789201.0,25891303.0,85.0,13-Mar-22,13-Mar-22,85.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 12
FMR314201301,11-Mar-22,789201.0,25891203.0,255.0,14-Mar-22,14-Mar-22,255.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 12
FMR314201601,12-Mar-22,789201.0,25891401.0,438.0,14-Mar-22,14-Mar-22,438.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 12
FMR314201603,11-Mar-22,789201.0,25891603.0,112.0,14-Mar-22,16-Mar-22,112.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Tea 100,Beverages,Mar 22,W 12
FMR314201601,12-Mar-22,789201.0,25891601.0,189.0,14-Mar-22,14-Mar-22,189.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 500,Beverages,Mar 22,W 12
FMR314201403,13-Mar-22,789201.0,25891101.0,420.0,14-Mar-22,14-Mar-22,420.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 500,Dairy,Mar 22,W 12
FMR314201403,13-Mar-22,789201.0,25891202.0,409.0,14-Mar-22,14-Mar-22,409.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 250,Dairy,Mar 22,W 12
FMR314201301,11-Mar-22,789201.0,25891301.0,51.0,14-Mar-22,14-Mar-22,51.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 12
FMR314201501,12-Mar-22,789201.0,25891501.0,221.0,14-Mar-22,15-Mar-22,199.0,0.0,0.0,0.0,Rel Fresh,Surat,AM Biscuits 750,Food,Mar 22,W 12
FMR314201601,12-Mar-22,789201.0,25891102.0,333.0,14-Mar-22,14-Mar-22,333.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 12
FMR314201403,13-Mar-22,789201.0,25891403.0,226.0,14-Mar-22,14-Mar-22,226.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 50,Dairy,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891302.0,38.0,15-Mar-22,15-Mar-22,36.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 12
FMR315201401,13-Mar-22,789201.0,25891401.0,404.0,15-Mar-22,15-Mar-22,404.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 12
FMR315201603,12-Mar-22,789201.0,25891603.0,85.0,15-Mar-22,15-Mar-22,85.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 100,Beverages,Mar 22,W 12
FMR315201502,13-Mar-22,789201.0,25891502.0,110.0,15-Mar-22,18-Mar-22,110.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891503.0,190.0,15-Mar-22,15-Mar-22,180.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891301.0,31.0,15-Mar-22,15-Mar-22,31.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 12
FMR315201603,12-Mar-22,789201.0,25891201.0,320.0,15-Mar-22,15-Mar-22,304.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Butter 100,Dairy,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891501.0,200.0,15-Mar-22,15-Mar-22,200.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 750,Food,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891602.0,131.0,15-Mar-22,15-Mar-22,118.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 12
FMR315201602,14-Mar-22,789201.0,25891303.0,91.0,15-Mar-22,15-Mar-22,91.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 12
FMR316201403,13-Mar-22,789201.0,25891203.0,244.0,16-Mar-22,16-Mar-22,244.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 12
FMR316201503,15-Mar-22,789201.0,25891103.0,437.0,16-Mar-22,16-Mar-22,437.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 100,Dairy,Mar 22,W 12
FMR316201401,14-Mar-22,789201.0,25891401.0,400.0,16-Mar-22,16-Mar-22,400.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 12
FMR316201502,14-Mar-22,789201.0,25891502.0,160.0,16-Mar-22,15-Mar-22,160.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 12
FMR316201503,15-Mar-22,789201.0,25891503.0,184.0,16-Mar-22,16-Mar-22,147.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 12
FMR316201301,13-Mar-22,789201.0,25891301.0,37.0,16-Mar-22,17-Mar-22,37.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 12
FMR316201403,13-Mar-22,789201.0,25891403.0,393.0,16-Mar-22,16-Mar-22,393.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 50,Dairy,Mar 22,W 12
FMR318201501,16-Mar-22,789201.0,25891103.0,422.0,18-Mar-22,18-Mar-22,380.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Milk 100,Dairy,Mar 22,W 12
FMR318201503,17-Mar-22,789201.0,25891502.0,146.0,18-Mar-22,18-Mar-22,146.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 12
FMR318201503,17-Mar-22,789201.0,25891503.0,107.0,18-Mar-22,18-Mar-22,107.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 12
FMR318201501,16-Mar-22,789201.0,25891402.0,322.0,18-Mar-22,18-Mar-22,322.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 100,Dairy,Mar 22,W 12
FMR318201501,16-Mar-22,789201.0,25891301.0,39.0,18-Mar-22,18-Mar-22,39.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 12
FMR318201501,16-Mar-22,789201.0,25891501.0,116.0,18-Mar-22,18-Mar-22,116.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 750,Food,Mar 22,W 12
FMR318201503,17-Mar-22,789201.0,25891303.0,61.0,18-Mar-22,18-Mar-22,61.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 12
FMR319201402,16-Mar-22,789201.0,25891203.0,243.0,19-Mar-22,19-Mar-22,243.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 12
FMR319201302,17-Mar-22,789201.0,25891302.0,71.0,19-Mar-22,19-Mar-22,67.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 12
FMR319201402,16-Mar-22,789201.0,25891103.0,303.0,19-Mar-22,19-Mar-22,273.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Milk 100,Dairy,Mar 22,W 12
FMR319201603,18-Mar-22,789201.0,25891603.0,142.0,19-Mar-22,19-Mar-22,135.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Tea 100,Beverages,Mar 22,W 12
FMR319201502,17-Mar-22,789201.0,25891502.0,143.0,19-Mar-22,18-Mar-22,143.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 12
FMR319201603,18-Mar-22,789201.0,25891503.0,230.0,19-Mar-22,19-Mar-22,184.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Biscuits 250,Food,Mar 22,W 12
FMR319201402,16-Mar-22,789201.0,25891402.0,296.0,19-Mar-22,19-Mar-22,296.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 100,Dairy,Mar 22,W 12
FMR319201603,18-Mar-22,789201.0,25891101.0,498.0,19-Mar-22,19-Mar-22,498.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 500,Dairy,Mar 22,W 12
FMR319201302,17-Mar-22,789201.0,25891202.0,167.0,19-Mar-22,19-Mar-22,150.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Butter 250,Dairy,Mar 22,W 12
FMR319201302,17-Mar-22,789201.0,25891201.0,324.0,19-Mar-22,19-Mar-22,324.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 100,Dairy,Mar 22,W 12
FMR319201402,16-Mar-22,789201.0,25891303.0,75.0,19-Mar-22,19-Mar-22,71.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 12
FMR319201403,16-Mar-22,789201.0,25891403.0,482.0,19-Mar-22,20-Mar-22,434.0,0.0,0.0,0.0,Rel Fresh,Surat,AM Curd 50,Dairy,Mar 22,W 12
FMR324201402,23-Mar-22,789201.0,25891203.0,410.0,24-Mar-22,24-Mar-22,410.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 13
FMR324201402,23-Mar-22,789201.0,25891401.0,283.0,24-Mar-22,24-Mar-22,283.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 13
FMR324201402,23-Mar-22,789201.0,25891402.0,305.0,24-Mar-22,24-Mar-22,305.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 100,Dairy,Mar 22,W 13
FMR324201201,22-Mar-22,789201.0,25891201.0,149.0,24-Mar-22,26-Mar-22,149.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Butter 100,Dairy,Mar 22,W 13
FMR324201602,21-Mar-22,789201.0,25891602.0,60.0,24-Mar-22,24-Mar-22,60.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 13
FMR324201102,21-Mar-22,789201.0,25891102.0,371.0,24-Mar-22,23-Mar-22,371.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 13
FMR324201403,22-Mar-22,789201.0,25891403.0,344.0,24-Mar-22,24-Mar-22,344.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 50,Dairy,Mar 22,W 13
FMR325201602,24-Mar-22,789201.0,25891203.0,308.0,25-Mar-22,25-Mar-22,308.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 500,Dairy,Mar 22,W 13
FMR325201601,22-Mar-22,789201.0,25891302.0,92.0,25-Mar-22,25-Mar-22,92.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 150,Dairy,Mar 22,W 13
FMR325201602,24-Mar-22,789201.0,25891401.0,391.0,25-Mar-22,25-Mar-22,391.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Curd 250,Dairy,Mar 22,W 13
FMR325201601,22-Mar-22,789201.0,25891601.0,200.0,25-Mar-22,25-Mar-22,200.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 500,Beverages,Mar 22,W 13
FMR325201402,23-Mar-22,789201.0,25891402.0,427.0,25-Mar-22,25-Mar-22,342.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Curd 100,Dairy,Mar 22,W 13
FMR325201402,23-Mar-22,789201.0,25891101.0,316.0,25-Mar-22,25-Mar-22,316.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 500,Dairy,Mar 22,W 13
FMR325201402,23-Mar-22,789201.0,25891202.0,368.0,25-Mar-22,25-Mar-22,350.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Butter 250,Dairy,Mar 22,W 13
FMR325201301,23-Mar-22,789201.0,25891301.0,87.0,25-Mar-22,24-Mar-22,87.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 13
FMR325201402,23-Mar-22,789201.0,25891201.0,102.0,25-Mar-22,25-Mar-22,102.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Butter 100,Dairy,Mar 22,W 13
FMR325201602,24-Mar-22,789201.0,25891602.0,71.0,25-Mar-22,25-Mar-22,71.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 13
FMR325201601,22-Mar-22,789201.0,25891303.0,95.0,25-Mar-22,25-Mar-22,85.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Ghee 100,Dairy,Mar 22,W 13
FMR327201603,24-Mar-22,789201.0,25891603.0,138.0,27-Mar-22,27-Mar-22,138.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Tea 100,Beverages,Mar 22,W 14
FMR327201502,26-Mar-22,789201.0,25891502.0,149.0,27-Mar-22,30-Mar-22,149.0,1.0,0.0,1.0,Rel Fresh,Surat,AM Biscuits 500,Food,Mar 22,W 14
FMR327201403,26-Mar-22,789201.0,25891101.0,425.0,27-Mar-22,27-Mar-22,425.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 500,Dairy,Mar 22,W 14
FMR327201301,24-Mar-22,789201.0,25891301.0,34.0,27-Mar-22,29-Mar-22,32.0,0.0,0.0,0.0,Rel Fresh,Surat,AM Ghee 250,Dairy,Mar 22,W 14
FMR327201602,26-Mar-22,789201.0,25891602.0,185.0,27-Mar-22,26-Mar-22,167.0,0.0,1.0,0.0,Rel Fresh,Surat,AM Tea 250,Beverages,Mar 22,W 14
FMR327201603,24-Mar-22,789201.0,25891102.0,421.0,27-Mar-22,27-Mar-22,421.0,1.0,1.0,1.0,Rel Fresh,Surat,AM Milk 250,Dairy,Mar 22,W 14
